sampleID_unique,score,module,sampleID,genotype,treatment_protocol,timepoint,fullSampleID,sex,experimentalBatch,treatment,genotype_treatment,genotype_timepoint,genotype_timepoint_treatment,genotype_timepoint_treatment_batch,seq_run,cell_set,sampleID_original,day_num
Set3_SAB36,-0.19757236612953488,deBono_stromal,SAB36,T21,1uM RA D3-D5,D10,S3T21 _D10_RA_2,F,2,RA,T21_RA,T21_D10,T21_D10_RA,T21_D10_RA_2,1,Set3,SAB36,10
Set3_SAB37,-0.17367641936607453,deBono_stromal,SAB37,D21,No Treatment,D3,S3D21_D3_ctrl_3,F,3,CTRL,D21_CTRL,D21_D3,D21_D3_CTRL,D21_D3_CTRL_3,1,Set3,SAB37,3
Set3_SAB38,-0.17357330106876384,deBono_stromal,SAB38,T21,No Treatment,D3,S3T21 _D3 _ctrl_3,F,3,CTRL,T21_CTRL,T21_D3,T21_D3_CTRL,T21_D3_CTRL_3,1,Set3,SAB38,3
Set3_SAB39,-0.1435773341399476,deBono_stromal,SAB39,D21,No Treatment,D4,S3D21_D4_ctrl_3,F,3,CTRL,D21_CTRL,D21_D4,D21_D4_CTRL,D21_D4_CTRL_3,1,Set3,SAB39,4
Set3_SAB40,-0.14619883040935672,deBono_stromal,SAB40,T21,No Treatment,D4,S3T21 _D4 _ctrl_3,F,3,CTRL,T21_CTRL,T21_D4,T21_D4_CTRL,T21_D4_CTRL_3,1,Set3,SAB40,4
Set3_SAB41,-0.1350437221580597,deBono_stromal,SAB41,D21,1uM RA D3-D5,D4,S3D21_D4_RA_3,F,3,RA,D21_RA,D21_D4,D21_D4_RA,D21_D4_RA_3,1,Set3,SAB41,4
Set3_SAB42,-0.13220453170543917,deBono_stromal,SAB42,T21,1uM RA D3-D5,D4,S3T21 _D4_RA_3,F,3,RA,T21_RA,T21_D4,T21_D4_RA,T21_D4_RA_3,1,Set3,SAB42,4
Set3_SAB43,-0.14395772608113805,deBono_stromal,SAB43,D21,No Treatment,D6,S3D21_D6_ctrl_3,F,3,CTRL,D21_CTRL,D21_D6,D21_D6_CTRL,D21_D6_CTRL_3,1,Set3,SAB43,6
Set3_SAB44,-0.15451933124346917,deBono_stromal,SAB44,T21,No Treatment,D6,S3T21 _D6_ctrl_3,F,3,CTRL,T21_CTRL,T21_D6,T21_D6_CTRL,T21_D6_CTRL_3,1,Set3,SAB44,6
Set3_SAB45,-0.12286659700452801,deBono_stromal,SAB45,D21,1uM RA D3-D5,D6,S3D21_D6_RA_3,F,3,RA,D21_RA,D21_D6,D21_D6_RA,D21_D6_RA_3,1,Set3,SAB45,6
Set3_SAB46,-0.1302338264679463,deBono_stromal,SAB46,T21,1uM RA D3-D5,D6,S3T21 _D6_RA_3,F,3,RA,T21_RA,T21_D6,T21_D6_RA,T21_D6_RA_3,1,Set3,SAB46,6
Set3_SAB47,-0.16670103943243691,deBono_stromal,SAB47,D21,No Treatment,D8,S3D21_D8_ctrl_3,F,3,CTRL,D21_CTRL,D21_D8,D21_D8_CTRL,D21_D8_CTRL_3,1,Set3,SAB47,8
Set3_SAB48,-0.18373847366587842,deBono_stromal,SAB48,T21,No Treatment,D8,S3T21 _D8_ctrl_3,F,3,CTRL,T21_CTRL,T21_D8,T21_D8_CTRL,T21_D8_CTRL_3,1,Set3,SAB48,8
Set3_SAB49,-0.14371482520302847,deBono_stromal,SAB49,D21,1uM RA D3-D5,D8,S3D21_D8_RA_3,F,3,RA,D21_RA,D21_D8,D21_D8_RA,D21_D8_RA_3,1,Set3,SAB49,8
Set3_SAB50,-0.16999165887550644,deBono_stromal,SAB50,T21,1uM RA D3-D5,D8,S3T21 _D8_RA_3,F,3,RA,T21_RA,T21_D8,T21_D8_RA,T21_D8_RA_3,1,Set3,SAB50,8
Set3_SAB51,-0.1817838090524116,deBono_stromal,SAB51,D21,No Treatment,D10,S3D21_D10_ctrl_3,F,3,CTRL,D21_CTRL,D21_D10,D21_D10_CTRL,D21_D10_CTRL_3,1,Set3,SAB51,10
Set3_SAB52,-0.19221250618709784,deBono_stromal,SAB52,T21,No Treatment,D10,S3T21 _D10_ctrl_3,F,3,CTRL,T21_CTRL,T21_D10,T21_D10_CTRL,T21_D10_CTRL_3,1,Set3,SAB52,10
Set3_SAB53,-0.15341252818566792,deBono_stromal,SAB53,D21,1uM RA D3-D5,D10,S3D21_D10_RA_3,F,3,RA,D21_RA,D21_D10,D21_D10_RA,D21_D10_RA_3,1,Set3,SAB53,10
Set3_SAB54,-0.19727217730847496,deBono_stromal,SAB54,T21,1uM RA D3-D5,D10,S3T21 _D10_RA_3,F,3,RA,T21_RA,T21_D10,T21_D10_RA,T21_D10_RA_3,1,Set3,SAB54,10
Set4_SAB01,-0.17578690718436635,deBono_stromal,SAB01,D21,No Treatment,D3,S4D21_D3_NT_1,M,1,CTRL,D21_CTRL,D21_D3,D21_D3_CTRL,D21_D3_CTRL_1,1,Set4,SAB01,3
Set4_SAB02,-0.17390786265559405,deBono_stromal,SAB02,T21,No Treatment,D3,S4T21_D3_NT_1,M,1,CTRL,T21_CTRL,T21_D3,T21_D3_CTRL,T21_D3_CTRL_1,1,Set4,SAB02,3
Set4_SAB03,-0.12868934352600414,deBono_stromal,SAB03,D21,No Treatment,D4,S4D21_D4_NT_1,M,1,CTRL,D21_CTRL,D21_D4,D21_D4_CTRL,D21_D4_CTRL_1,1,Set4,SAB03,4
Set4_SAB04,-0.1283135346202497,deBono_stromal,SAB04,T21,No Treatment,D4,S4T21_D4_NT_1,M,1,CTRL,T21_CTRL,T21_D4,T21_D4_CTRL,T21_D4_CTRL_1,1,Set4,SAB04,4
Set4_SAB05,-0.11518313809602376,deBono_stromal,SAB05,D21,1uM RA D3-D5,D4,S4D21_D4_RA_1,M,1,RA,D21_RA,D21_D4,D21_D4_RA,D21_D4_RA_1,1,Set4,SAB05,4
Set4_SAB06,-0.11332013419127757,deBono_stromal,SAB06,T21,1uM RA D3-D5,D4,S4T21_D4_RA_1,M,1,RA,T21_RA,T21_D4,T21_D4_RA,T21_D4_RA_1,1,Set4,SAB06,4
Set4_SAB07,-0.12185832920860146,deBono_stromal,SAB07,D21,No Treatment,D6,S4D21_D6_NT_1,M,1,CTRL,D21_CTRL,D21_D6,D21_D6_CTRL,D21_D6_CTRL_1,1,Set4,SAB07,6
Set4_SAB08,-0.1247708482281985,deBono_stromal,SAB08,T21,No Treatment,D6,S4T21_D6_NT_1,M,1,CTRL,T21_CTRL,T21_D6,T21_D6_CTRL,T21_D6_CTRL_1,1,Set4,SAB08,6
Set4_SAB09,-0.11263038735815506,deBono_stromal,SAB09,D21,1uM RA D3-D5,D6,S4D21_D6_RA_1,M,1,RA,D21_RA,D21_D6,D21_D6_RA,D21_D6_RA_1,1,Set4,SAB09,6
Set4_SAB10,-0.1262374195677281,deBono_stromal,SAB10,T21,1uM RA D3-D5,D6,S4T21_D6_RA_1,M,1,RA,T21_RA,T21_D6,T21_D6_RA,T21_D6_RA_1,1,Set4,SAB10,6
Set4_SAB12,-0.18138966800491302,deBono_stromal,SAB12,T21,No Treatment,D3,S4T21_D3_NT_3,M,3,CTRL,T21_CTRL,T21_D3,T21_D3_CTRL,T21_D3_CTRL_3,1,Set4,SAB12,3
Set4_SAB14,-0.13177143485673432,deBono_stromal,SAB14,T21,No Treatment,D4,S4T21_D4_NT_3,M,3,CTRL,T21_CTRL,T21_D4,T21_D4_CTRL,T21_D4_CTRL_3,1,Set4,SAB14,4
Set4_SAB16,-0.12112046050340058,deBono_stromal,SAB16,T21,1uM RA D3-D5,D4,S4T21_D4_RA_3,M,3,RA,T21_RA,T21_D4,T21_D4_RA,T21_D4_RA_3,1,Set4,SAB16,4
Set4_SAB18,-0.11977763112064382,deBono_stromal,SAB18,T21,No Treatment,D6,S4T21_D6_NT_3,M,3,CTRL,T21_CTRL,T21_D6,T21_D6_CTRL,T21_D6_CTRL_3,1,Set4,SAB18,6
Set4_SAB20,-0.1118100240151057,deBono_stromal,SAB20,T21,1uM RA D3-D5,D6,S4T21_D6_RA_3,M,3,RA,T21_RA,T21_D6,T21_D6_RA,T21_D6_RA_3,1,Set4,SAB20,6
Set4_SAB21,-0.1997493079616492,deBono_stromal,SAB21,D21,No Treatment,D3,S4D21_D3_NT_4,M,4,CTRL,D21_CTRL,D21_D3,D21_D3_CTRL,D21_D3_CTRL_4,1,Set4,SAB21,3
Set4_SAB22,-0.18572751104511537,deBono_stromal,SAB22,T21,No Treatment,D3,S4T21_D3_NT_4,M,4,CTRL,T21_CTRL,T21_D3,T21_D3_CTRL,T21_D3_CTRL_4,1,Set4,SAB22,3
Set4_SAB23,-0.13614365066270695,deBono_stromal,SAB23,D21,No Treatment,D4,S4D21_D4_NT_4,M,4,CTRL,D21_CTRL,D21_D4,D21_D4_CTRL,D21_D4_CTRL_4,1,Set4,SAB23,4
Set4_SAB24,-0.12346239161121197,deBono_stromal,SAB24,T21,No Treatment,D4,S4T21_D4_NT_4,M,4,CTRL,T21_CTRL,T21_D4,T21_D4_CTRL,T21_D4_CTRL_4,1,Set4,SAB24,4
Set4_SAB25,-0.14341005334653245,deBono_stromal,SAB25,D21,1uM RA D3-D5,D4,S4D21_D4_RA_4,M,4,RA,D21_RA,D21_D4,D21_D4_RA,D21_D4_RA_4,1,Set4,SAB25,4
Set4_SAB26,-0.11906726062805917,deBono_stromal,SAB26,T21,1uM RA D3-D5,D4,S4T21_D4_RA_4,M,4,RA,T21_RA,T21_D4,T21_D4_RA,T21_D4_RA_4,1,Set4,SAB26,4
Set4_SAB61,-0.1339896240077728,deBono_stromal,SAB61,D21,No Treatment,D6,S4D21_D6_NT_4,M,4,CTRL,D21_CTRL,D21_D6,D21_D6_CTRL,D21_D6_CTRL_4,2,Set4,SAB61,6
Set4_SAB62,-0.12878787878787878,deBono_stromal,SAB62,T21,No Treatment,D6,S4T21_D6_NT_4,M,4,CTRL,T21_CTRL,T21_D6,T21_D6_CTRL,T21_D6_CTRL_4,2,Set4,SAB62,6
Set4_SAB63,-0.13270866560340244,deBono_stromal,SAB63,D21,1uM RA D3-D5,D6,S4D21_D6_RA_4,M,4,RA,D21_RA,D21_D6,D21_D6_RA,D21_D6_RA_4,2,Set4,SAB63,6
Set4_SAB64,-0.12514436561623493,deBono_stromal,SAB64,T21,1uM RA D3-D5,D6,S4T21_D6_RA_4,M,4,RA,T21_RA,T21_D6,T21_D6_RA,T21_D6_RA_4,2,Set4,SAB64,6
Set4_SAB65,-0.1490723936277475,deBono_stromal,SAB65,D21,No Treatment,D8,S4D21_D8_NT_1,M,1,CTRL,D21_CTRL,D21_D8,D21_D8_CTRL,D21_D8_CTRL_1,2,Set4,SAB65,8
Set4_SAB66,-0.15392582815450329,deBono_stromal,SAB66,T21,No Treatment,D8,S4T21_D8_NT_1,M,1,CTRL,T21_CTRL,T21_D8,T21_D8_CTRL,T21_D8_CTRL_1,2,Set4,SAB66,8
Set4_SAB67,-0.13637280243450844,deBono_stromal,SAB67,D21,1uM RA D3-D5,D8,S4D21_D8_RA_1,M,1,RA,D21_RA,D21_D8,D21_D8_RA,D21_D8_RA_1,2,Set4,SAB67,8
Set4_SAB68,-0.14358879172853767,deBono_stromal,SAB68,T21,1uM RA D3-D5,D8,S4T21_D8_RA_1,M,1,RA,T21_RA,T21_D8,T21_D8_RA,T21_D8_RA_1,2,Set4,SAB68,8
Set4_SAB69,-0.17209527214064418,deBono_stromal,SAB69,D21,No Treatment,D10,S4D21_D10_NT_1,M,1,CTRL,D21_CTRL,D21_D10,D21_D10_CTRL,D21_D10_CTRL_1,2,Set4,SAB69,10
Set4_SAB70,-0.17489779830977653,deBono_stromal,SAB70,T21,No Treatment,D10,S4T21_D10_NT_1,M,1,CTRL,T21_CTRL,T21_D10,T21_D10_CTRL,T21_D10_CTRL_1,2,Set4,SAB70,10
Set4_SAB71,-0.1498927569707969,deBono_stromal,SAB71,D21,1uM RA D3-D5,D10,S4D21_D10_RA_1,M,1,RA,D21_RA,D21_D10,D21_D10_RA,D21_D10_RA_1,2,Set4,SAB71,10
Set4_SAB72,-0.16190489284863152,deBono_stromal,SAB72,T21,1uM RA D3-D5,D10,S4T21_D10_RA_1,M,1,RA,T21_RA,T21_D10,T21_D10_RA,T21_D10_RA_1,2,Set4,SAB72,10
Set4_SAB74,-0.15195053988157436,deBono_stromal,SAB74,T21,No Treatment,D8,S4T21_D8_NT_3,M,3,CTRL,T21_CTRL,T21_D8,T21_D8_CTRL,T21_D8_CTRL_3,2,Set4,SAB74,8
Set4_SAB76,-0.13838246347320754,deBono_stromal,SAB76,T21,1uM RA D3-D5,D8,S4T21_D8_RA_3,M,3,RA,T21_RA,T21_D8,T21_D8_RA,T21_D8_RA_3,2,Set4,SAB76,8
Set4_SAB78,-0.18486360886542375,deBono_stromal,SAB78,T21,No Treatment,D10,S4T21_D10_NT_3,M,3,CTRL,T21_CTRL,T21_D10,T21_D10_CTRL,T21_D10_CTRL_3,2,Set4,SAB78,10
Set4_SAB80,-0.18181359878274578,deBono_stromal,SAB80,T21,1uM RA D3-D5,D10,S4T21_D10_RA_3,M,3,RA,T21_RA,T21_D10,T21_D10_RA,T21_D10_RA_3,2,Set4,SAB80,10
Set4_SAB81,-0.15120350510550146,deBono_stromal,SAB81,D21,No Treatment,D8,S4D21_D8_NT_4,M,4,CTRL,D21_CTRL,D21_D8,D21_D8_CTRL,D21_D8_CTRL_4,2,Set4,SAB81,8
Set4_SAB82,-0.15086206896551724,deBono_stromal,SAB82,T21,No Treatment,D8,S4T21_D8_NT_4,M,4,CTRL,T21_CTRL,T21_D8,T21_D8_CTRL,T21_D8_CTRL_4,2,Set4,SAB82,8
Set4_SAB83,-0.12843498505930445,deBono_stromal,SAB83,D21,1uM RA D3-D5,D8,S4D21_D8_RA_4,M,4,RA,D21_RA,D21_D8,D21_D8_RA,D21_D8_RA_4,2,Set4,SAB83,8
Set4_SAB84,-0.14236741278483567,deBono_stromal,SAB84,T21,1uM RA D3-D5,D8,S4T21_D8_RA_4,M,4,RA,T21_RA,T21_D8,T21_D8_RA,T21_D8_RA_4,2,Set4,SAB84,8
Set4_SAB85,-0.17714577719114927,deBono_stromal,SAB85,D21,No Treatment,D10,S4D21_D10_NT_4,M,4,CTRL,D21_CTRL,D21_D10,D21_D10_CTRL,D21_D10_CTRL_4,2,Set4,SAB85,10
Set4_SAB86,-0.17933875964728963,deBono_stromal,SAB86,T21,No Treatment,D10,S4T21_D10_NT_4,M,4,CTRL,T21_CTRL,T21_D10,T21_D10_CTRL,T21_D10_CTRL_4,2,Set4,SAB86,10
Set4_SAB87,-0.147459165154265,deBono_stromal,SAB87,D21,1uM RA D3-D5,D10,S4D21_D10_RA_4,M,4,RA,D21_RA,D21_D10,D21_D10_RA,D21_D10_RA_4,2,Set4,SAB87,10
Set4_SAB88,-0.1629796146583805,deBono_stromal,SAB88,T21,1uM RA D3-D5,D10,S4T21_D10_RA_4,M,4,RA,T21_RA,T21_D10,T21_D10_RA,T21_D10_RA_4,2,Set4,SAB88,10
Set2_SB001,-0.16031228803461106,deBono_stromal,SB001,D21,NA,D3,S2D21_D3_NT_1,M,1,CTRL,D21_CTRL,D21_D3,D21_D3_CTRL,D21_D3_CTRL_1,1,Set2,SB001,3
Set2_SB002,-0.16889402188857722,deBono_stromal,SB002,D21,NA,D3,S2D21_D3_NT_2,M,2,CTRL,D21_CTRL,D21_D3,D21_D3_CTRL,D21_D3_CTRL_2,1,Set2,SB002,3
Set2_SB003,-0.1706309923188326,deBono_stromal,SB003,D21,NA,D3,S2D21_D3_NT_3,M,3,CTRL,D21_CTRL,D21_D3,D21_D3_CTRL,D21_D3_CTRL_3,1,Set2,SB003,3
Set2_SB004,-0.17869026013309136,deBono_stromal,SB004,T21,NA,D3,S2T21_D3_NT_1,M,1,CTRL,T21_CTRL,T21_D3,T21_D3_CTRL,T21_D3_CTRL_1,1,Set2,SB004,3
Set2_SB005,-0.1834864067168967,deBono_stromal,SB005,T21,NA,D3,S2T21_D3_NT_2,M,2,CTRL,T21_CTRL,T21_D3,T21_D3_CTRL,T21_D3_CTRL_2,1,Set2,SB005,3
Set2_SB006,-0.19686887019010435,deBono_stromal,SB006,T21,NA,D3,S2T21_D3_NT_3,M,3,CTRL,T21_CTRL,T21_D3,T21_D3_CTRL,T21_D3_CTRL_3,1,Set2,SB006,3
Set2_SB007,-0.12052695741443475,deBono_stromal,SB007,D21,NA,D4,S2D21_D4_NT_1,M,1,CTRL,D21_CTRL,D21_D4,D21_D4_CTRL,D21_D4_CTRL_1,1,Set2,SB007,4
Set2_SB008,-0.128203541769785,deBono_stromal,SB008,D21,NA,D4,S2D21_D4_NT_2,M,2,CTRL,D21_CTRL,D21_D4,D21_D4_CTRL,D21_D4_CTRL_2,1,Set2,SB008,4
Set2_SB009,-0.13015820638325176,deBono_stromal,SB009,D21,NA,D4,S2D21_D4_NT_3,M,3,CTRL,D21_CTRL,D21_D4,D21_D4_CTRL,D21_D4_CTRL_3,1,Set2,SB009,4
Set2_SB010,-0.13595345469211167,deBono_stromal,SB010,T21,NA,D4,S2T21_D4_NT_1,M,1,CTRL,T21_CTRL,T21_D4,T21_D4_CTRL,T21_D4_CTRL_1,1,Set2,SB010,4
Set2_SB011,-0.13648508680269117,deBono_stromal,SB011,T21,NA,D4,S2T21_D4_NT_2,M,2,CTRL,T21_CTRL,T21_D4,T21_D4_CTRL,T21_D4_CTRL_2,1,Set2,SB011,4
Set2_SB012,-0.1308662853581184,deBono_stromal,SB012,T21,NA,D4,S2T21_D4_NT_3,M,3,CTRL,T21_CTRL,T21_D4,T21_D4_CTRL,T21_D4_CTRL_3,1,Set2,SB012,4
Set2_SB013,-0.11984637665218428,deBono_stromal,SB013,D21,NA,D4,S2D21_D4_1uM_RA_1,M,1,RA,D21_RA,D21_D4,D21_D4_RA,D21_D4_RA_1,1,Set2,SB013,4
Set2_SB014,-0.1423284569836294,deBono_stromal,SB014,D21,NA,D4,S2D21_D4_1uM_RA_2,M,2,RA,D21_RA,D21_D4,D21_D4_RA,D21_D4_RA_2,1,Set2,SB014,4
Set2_SB015,-0.12960595061321012,deBono_stromal,SB015,D21,NA,D4,S2D21_D4_1uM_RA_3,M,3,RA,D21_RA,D21_D4,D21_D4_RA,D21_D4_RA_3,1,Set2,SB015,4
Set2_SB016,-0.12746567306458412,deBono_stromal,SB016,T21,NA,D4,S2T21_D4_1uM_RA_1,M,1,RA,T21_RA,T21_D4,T21_D4_RA,T21_D4_RA_1,1,Set2,SB016,4
Set2_SB017,-0.1457474014189078,deBono_stromal,SB017,T21,NA,D4,S2T21_D4_1uM_RA_2,M,2,RA,T21_RA,T21_D4,T21_D4_RA,T21_D4_RA_2,1,Set2,SB017,4
Set2_SB018,-0.12029551412491518,deBono_stromal,SB018,T21,NA,D4,S2T21_D4_1uM_RA_3,M,3,RA,T21_RA,T21_D4,T21_D4_RA,T21_D4_RA_3,1,Set2,SB018,4
Set2_SB019,-0.130955654549121,deBono_stromal,SB019,D21,NA,D5,S2D21_D5_NT_1,M,1,CTRL,D21_CTRL,D21_D5,D21_D5_CTRL,D21_D5_CTRL_1,1,Set2,SB019,5
Set2_SB020,-0.12242662560266915,deBono_stromal,SB020,D21,NA,D5,S2D21_D5_NT_2,M,2,CTRL,D21_CTRL,D21_D5,D21_D5_CTRL,D21_D5_CTRL_2,1,Set2,SB020,5
Set2_SB021,-0.12064840785348951,deBono_stromal,SB021,D21,NA,D5,S2D21_D5_NT_3,M,3,CTRL,D21_CTRL,D21_D5,D21_D5_CTRL,D21_D5_CTRL_3,1,Set2,SB021,5
Set2_SB022,-0.12601514234908062,deBono_stromal,SB022,T21,NA,D5,S2T21_D5_NT_1,M,1,CTRL,T21_CTRL,T21_D5,T21_D5_CTRL,T21_D5_CTRL_1,1,Set2,SB022,5
Set2_SB023,-0.13543328017012224,deBono_stromal,SB023,T21,NA,D5,S2T21_D5_NT_2,M,2,CTRL,T21_CTRL,T21_D5,T21_D5_CTRL,T21_D5_CTRL_2,1,Set2,SB023,5
Set2_SB024,-0.1329607325523841,deBono_stromal,SB024,T21,NA,D5,S2T21_D5_NT_3,M,3,CTRL,T21_CTRL,T21_D5,T21_D5_CTRL,T21_D5_CTRL_3,1,Set2,SB024,5
Set2_SB025,-0.11670470586078574,deBono_stromal,SB025,D21,NA,D5,S2D21_D5_1uM_RA_1,M,1,RA,D21_RA,D21_D5,D21_D5_RA,D21_D5_RA_1,1,Set2,SB025,5
Set2_SB026,-0.12617784010705974,deBono_stromal,SB026,D21,NA,D5,S2D21_D5_1uM_RA_2,M,2,RA,D21_RA,D21_D5,D21_D5_RA,D21_D5_RA_2,1,Set2,SB026,5
Set2_SB027,-0.12588452583915377,deBono_stromal,SB027,D21,NA,D5,S2D21_D5_1uM_RA_3,M,3,RA,D21_RA,D21_D5,D21_D5_RA,D21_D5_RA_3,1,Set2,SB027,5
Set2_SB028,-0.1297663568534712,deBono_stromal,SB028,T21,NA,D5,S2T21_D5_1uM_RA_1,M,1,RA,T21_RA,T21_D5,T21_D5_RA,T21_D5_RA_1,1,Set2,SB028,5
Set2_SB029,-0.13002988139104288,deBono_stromal,SB029,T21,NA,D5,S2T21_D5_1uM_RA_2,M,2,RA,T21_RA,T21_D5,T21_D5_RA,T21_D5_RA_2,1,Set2,SB029,5
Set2_SB030,-0.13017195548955984,deBono_stromal,SB030,T21,NA,D5,S2T21_D5_1uM_RA_3,M,3,RA,T21_RA,T21_D5,T21_D5_RA,T21_D5_RA_3,1,Set2,SB030,5
Set2_SB031,-0.1755050505050505,deBono_stromal,SB031,D21,NA,D7,S2D21_D7_NT_1,M,1,CTRL,D21_CTRL,D21_D7,D21_D7_CTRL,D21_D7_CTRL_1,1,Set2,SB031,7
Set2_SB032,-0.17084639498432602,deBono_stromal,SB032,D21,NA,D7,S2D21_D7_NT_2,M,2,CTRL,D21_CTRL,D21_D7,D21_D7_CTRL,D21_D7_CTRL_2,1,Set2,SB032,7
Set2_SB033,-0.18604603200791947,deBono_stromal,SB033,D21,NA,D7,S2D21_D7_NT_3,M,3,CTRL,D21_CTRL,D21_D7,D21_D7_CTRL,D21_D7_CTRL_3,1,Set2,SB033,7
Set2_SB034,-0.1747442666226695,deBono_stromal,SB034,T21,NA,D7,S2T21_D7_NT_1,M,1,CTRL,T21_CTRL,T21_D7,T21_D7_CTRL,T21_D7_CTRL_1,1,Set2,SB034,7
Set2_SB035,-0.16097911969055345,deBono_stromal,SB035,T21,NA,D7,S2T21_D7_NT_2,M,2,CTRL,T21_CTRL,T21_D7,T21_D7_CTRL,T21_D7_CTRL_2,1,Set2,SB035,7
Set2_SB036,-0.16876340537865037,deBono_stromal,SB036,T21,NA,D7,S2T21_D7_NT_3,M,3,CTRL,T21_CTRL,T21_D7,T21_D7_CTRL,T21_D7_CTRL_3,1,Set2,SB036,7
Set2_SB037,-0.1569300078828209,deBono_stromal,SB037,D21,NA,D7,S2D21_D7_1uM_RA_1,M,1,RA,D21_RA,D21_D7,D21_D7_RA,D21_D7_RA_1,1,Set2,SB037,7
Set2_SB038,-0.15036022658527198,deBono_stromal,SB038,D21,NA,D7,S2D21_D7_1uM_RA_2,M,2,RA,D21_RA,D21_D7,D21_D7_RA,D21_D7_RA_2,1,Set2,SB038,7
Set2_SB039,-0.17627958349373957,deBono_stromal,SB039,D21,NA,D7,S2D21_D7_1uM_RA_3,M,3,RA,D21_RA,D21_D7,D21_D7_RA,D21_D7_RA_3,1,Set2,SB039,7
Set2_SB040,-0.15261737153751675,deBono_stromal,SB040,T21,NA,D7,S2T21_D7_1uM_RA_1,M,1,RA,T21_RA,T21_D7,T21_D7_RA,T21_D7_RA_1,1,Set2,SB040,7
Set2_SB041,-0.14481704522539368,deBono_stromal,SB041,T21,NA,D7,S2T21_D7_1uM_RA_2,M,2,RA,T21_RA,T21_D7,T21_D7_RA,T21_D7_RA_2,1,Set2,SB041,7
Set2_SB042,-0.15097664485141798,deBono_stromal,SB042,T21,NA,D7,S2T21_D7_1uM_RA_3,M,3,RA,T21_RA,T21_D7,T21_D7_RA,T21_D7_RA_3,1,Set2,SB042,7
Set3_SAB01,0.4791201078879286,g2m,SAB01,D21,No Treatment,D3,S3D21_D3_ctrl_1,F,1,CTRL,D21_CTRL,D21_D3,D21_D3_CTRL,D21_D3_CTRL_1,1,Set3,SAB01,3
Set3_SAB02,0.4776421533549844,g2m,SAB02,T21,No Treatment,D3,S3T21 _D3 _ctrl_1,F,1,CTRL,T21_CTRL,T21_D3,T21_D3_CTRL,T21_D3_CTRL_1,1,Set3,SAB02,3
Set3_SAB03,0.47668299664226355,g2m,SAB03,D21,No Treatment,D4,S3D21_D4_ctrl_1,F,1,CTRL,D21_CTRL,D21_D4,D21_D4_CTRL,D21_D4_CTRL_1,1,Set3,SAB03,4
Set3_SAB04,0.47642841415753845,g2m,SAB04,T21,No Treatment,D4,S3T21 _D4 _ctrl_1,F,1,CTRL,T21_CTRL,T21_D4,T21_D4_CTRL,T21_D4_CTRL_1,1,Set3,SAB04,4
Set3_SAB05,0.47919029008642045,g2m,SAB05,D21,1uM RA D3-D5,D4,S3D21_D4_RA_1,F,1,RA,D21_RA,D21_D4,D21_D4_RA,D21_D4_RA_1,1,Set3,SAB05,4
Set3_SAB06,0.47650822920680347,g2m,SAB06,T21,1uM RA D3-D5,D4,S3T21 _D4_RA_1,F,1,RA,T21_RA,T21_D4,T21_D4_RA,T21_D4_RA_1,1,Set3,SAB06,4
Set3_SAB07,0.4734587438762592,g2m,SAB07,D21,No Treatment,D6,S3D21_D6_ctrl_1,F,1,CTRL,D21_CTRL,D21_D6,D21_D6_CTRL,D21_D6_CTRL_1,1,Set3,SAB07,6
Set3_SAB08,0.4721500522926184,g2m,SAB08,T21,No Treatment,D6,S3T21 _D6_ctrl_1,F,1,CTRL,T21_CTRL,T21_D6,T21_D6_CTRL,T21_D6_CTRL_1,1,Set3,SAB08,6
Set3_SAB09,0.47629493036825,g2m,SAB09,D21,1uM RA D3-D5,D6,S3D21_D6_RA_1,F,1,RA,D21_RA,D21_D6,D21_D6_RA,D21_D6_RA_1,1,Set3,SAB09,6
Set3_SAB10,0.4726261903451313,g2m,SAB10,T21,1uM RA D3-D5,D6,S3T21 _D6_RA_1,F,1,RA,T21_RA,T21_D6,T21_D6_RA,T21_D6_RA_1,1,Set3,SAB10,6
Set3_SAB11,0.46345709253041234,g2m,SAB11,D21,No Treatment,D8,S3D21_D8_ctrl_1,F,1,CTRL,D21_CTRL,D21_D8,D21_D8_CTRL,D21_D8_CTRL_1,1,Set3,SAB11,8
Set3_SAB12,0.4631681070072109,g2m,SAB12,T21,No Treatment,D8,S3T21 _D8_ctrl_1,F,1,CTRL,T21_CTRL,T21_D8,T21_D8_CTRL,T21_D8_CTRL_1,1,Set3,SAB12,8
Set3_SAB13,0.460159905322838,g2m,SAB13,D21,1uM RA D3-D5,D8,S3D21_D8_RA_1,F,1,RA,D21_RA,D21_D8,D21_D8_RA,D21_D8_RA_1,1,Set3,SAB13,8
Set3_SAB14,0.4427423350030274,g2m,SAB14,T21,1uM RA D3-D5,D8,S3T21 _D8_RA_1,F,1,RA,T21_RA,T21_D8,T21_D8_RA,T21_D8_RA_1,1,Set3,SAB14,8
Set3_SAB15,0.4471679418726262,g2m,SAB15,D21,No Treatment,D10,S3D21_D10_ctrl_1,F,1,CTRL,D21_CTRL,D21_D10,D21_D10_CTRL,D21_D10_CTRL_1,1,Set3,SAB15,10
Set3_SAB16,0.44277123355534764,g2m,SAB16,T21,No Treatment,D10,S3T21 _D10_ctrl_1,F,1,CTRL,T21_CTRL,T21_D10,T21_D10_CTRL,T21_D10_CTRL_1,1,Set3,SAB16,10
