sampleID_unique,score,module,sampleID,genotype,treatment_protocol,timepoint,fullSampleID,sex,experimentalBatch,treatment,genotype_treatment,genotype_timepoint,genotype_timepoint_treatment,genotype_timepoint_treatment_batch,seq_run,cell_set,sampleID_original,day_num
Set3_SAB17,0.43733968184070027,g2m,SAB17,D21,1uM RA D3-D5,D10,S3D21_D10_RA_1,F,1,RA,D21_RA,D21_D10,D21_D10_RA,D21_D10_RA_1,1,Set3,SAB17,10
Set3_SAB18,0.4100126603181593,g2m,SAB18,T21,1uM RA D3-D5,D10,S3T21 _D10_RA_1,F,1,RA,T21_RA,T21_D10,T21_D10_RA,T21_D10_RA_1,1,Set3,SAB18,10
Set3_SAB19,0.47669125337149776,g2m,SAB19,D21,No Treatment,D3,S3D21_D3_ctrl_2,F,2,CTRL,D21_CTRL,D21_D3,D21_D3_CTRL,D21_D3_CTRL_2,1,Set3,SAB19,3
Set3_SAB20,0.47618346452358673,g2m,SAB20,T21,No Treatment,D3,S3T21 _D3 _ctrl_2,F,2,CTRL,T21_CTRL,T21_D3,T21_D3_CTRL,T21_D3_CTRL_2,1,Set3,SAB20,3
Set3_SAB21,0.47717289591016676,g2m,SAB21,D21,No Treatment,D4,S3D21_D4_ctrl_2,F,2,CTRL,D21_CTRL,D21_D4,D21_D4_CTRL,D21_D4_CTRL_2,1,Set3,SAB21,4
Set3_SAB22,0.4761091539604777,g2m,SAB22,T21,No Treatment,D4,S3T21 _D4 _ctrl_2,F,2,CTRL,T21_CTRL,T21_D4,T21_D4_CTRL,T21_D4_CTRL_2,1,Set3,SAB22,4
Set3_SAB23,0.4792398304618263,g2m,SAB23,D21,1uM RA D3-D5,D4,S3D21_D4_RA_2,F,2,RA,D21_RA,D21_D4,D21_D4_RA,D21_D4_RA_2,1,Set3,SAB23,4
Set3_SAB24,0.4778238013981395,g2m,SAB24,T21,1uM RA D3-D5,D4,S3T21 _D4_RA_2,F,2,RA,T21_RA,T21_D4,T21_D4_RA,T21_D4_RA_2,1,Set3,SAB24,4
Set3_SAB25,0.4738812131887489,g2m,SAB25,D21,No Treatment,D6,S3D21_D6_ctrl_2,F,2,CTRL,D21_CTRL,D21_D6,D21_D6_CTRL,D21_D6_CTRL_2,1,Set3,SAB25,6
Set3_SAB26,0.47560549347718395,g2m,SAB26,T21,No Treatment,D6,S3T21 _D6_ctrl_2,F,2,CTRL,T21_CTRL,T21_D6,T21_D6_CTRL,T21_D6_CTRL_2,1,Set3,SAB26,6
Set3_SAB27,0.47640777233445264,g2m,SAB27,D21,1uM RA D3-D5,D6,S3D21_D6_RA_2,F,2,RA,D21_RA,D21_D6,D21_D6_RA,D21_D6_RA_2,1,Set3,SAB27,6
Set3_SAB28,0.46942946000990804,g2m,SAB28,T21,1uM RA D3-D5,D6,S3T21 _D6_RA_2,F,2,RA,T21_RA,T21_D6,T21_D6_RA,T21_D6_RA_2,1,Set3,SAB28,6
Set3_SAB29,0.46683547090879063,g2m,SAB29,D21,No Treatment,D8,S3D21_D8_ctrl_2,F,2,CTRL,D21_CTRL,D21_D8,D21_D8_CTRL,D21_D8_CTRL_2,1,Set3,SAB29,8
Set3_SAB30,0.4692574448175263,g2m,SAB30,T21,No Treatment,D8,S3T21 _D8_ctrl_2,F,2,CTRL,T21_CTRL,T21_D8,T21_D8_CTRL,T21_D8_CTRL_2,1,Set3,SAB30,8
Set3_SAB31,0.47085374580282935,g2m,SAB31,D21,1uM RA D3-D5,D8,S3D21_D8_RA_2,F,2,RA,D21_RA,D21_D8,D21_D8_RA,D21_D8_RA_2,1,Set3,SAB31,8
Set3_SAB32,0.44985688335993834,g2m,SAB32,T21,1uM RA D3-D5,D8,S3T21 _D8_RA_2,F,2,RA,T21_RA,T21_D8,T21_D8_RA,T21_D8_RA_2,1,Set3,SAB32,8
Set3_SAB33,0.4437001155942093,g2m,SAB33,D21,No Treatment,D10,S3D21_D10_ctrl_2,F,2,CTRL,D21_CTRL,D21_D10,D21_D10_CTRL,D21_D10_CTRL_2,1,Set3,SAB33,10
Set3_SAB34,0.4632424175703197,g2m,SAB34,T21,No Treatment,D10,S3T21 _D10_ctrl_2,F,2,CTRL,T21_CTRL,T21_D10,T21_D10_CTRL,T21_D10_CTRL_2,1,Set3,SAB34,10
Set3_SAB35,0.45098117465734566,g2m,SAB35,D21,1uM RA D3-D5,D10,S3D21_D10_RA_2,F,2,RA,D21_RA,D21_D10,D21_D10_RA,D21_D10_RA_2,1,Set3,SAB35,10
Set3_SAB36,0.41287774536247046,g2m,SAB36,T21,1uM RA D3-D5,D10,S3T21 _D10_RA_2,F,2,RA,T21_RA,T21_D10,T21_D10_RA,T21_D10_RA_2,1,Set3,SAB36,10
Set3_SAB37,0.47833159024605043,g2m,SAB37,D21,No Treatment,D3,S3D21_D3_ctrl_3,F,3,CTRL,D21_CTRL,D21_D3,D21_D3_CTRL,D21_D3_CTRL_3,1,Set3,SAB37,3
Set3_SAB38,0.4795288159850277,g2m,SAB38,T21,No Treatment,D3,S3T21 _D3 _ctrl_3,F,3,CTRL,T21_CTRL,T21_D3,T21_D3_CTRL,T21_D3_CTRL_3,1,Set3,SAB38,3
Set3_SAB39,0.47912423625254585,g2m,SAB39,D21,No Treatment,D4,S3D21_D4_ctrl_3,F,3,CTRL,D21_CTRL,D21_D4,D21_D4_CTRL,D21_D4_CTRL_3,1,Set3,SAB39,4
Set3_SAB40,0.47888479110475046,g2m,SAB40,T21,No Treatment,D4,S3T21 _D4 _ctrl_3,F,3,CTRL,T21_CTRL,T21_D4,T21_D4_CTRL,T21_D4_CTRL_3,1,Set3,SAB40,4
Set3_SAB41,0.4782435184675511,g2m,SAB41,D21,1uM RA D3-D5,D4,S3D21_D4_RA_3,F,3,RA,D21_RA,D21_D4,D21_D4_RA,D21_D4_RA_3,1,Set3,SAB41,4
Set3_SAB42,0.47661969505146695,g2m,SAB42,T21,1uM RA D3-D5,D4,S3T21 _D4_RA_3,F,3,RA,T21_RA,T21_D4,T21_D4_RA,T21_D4_RA_3,1,Set3,SAB42,4
Set3_SAB43,0.47623025265591457,g2m,SAB43,D21,No Treatment,D6,S3D21_D6_ctrl_3,F,3,CTRL,D21_CTRL,D21_D6,D21_D6_CTRL,D21_D6_CTRL_3,1,Set3,SAB43,6
Set3_SAB44,0.4735688335993835,g2m,SAB44,T21,No Treatment,D6,S3T21 _D6_ctrl_3,F,3,CTRL,T21_CTRL,T21_D6,T21_D6_CTRL,T21_D6_CTRL_3,1,Set3,SAB44,6
Set3_SAB45,0.4740862552980678,g2m,SAB45,D21,1uM RA D3-D5,D6,S3D21_D6_RA_3,F,3,RA,D21_RA,D21_D6,D21_D6_RA,D21_D6_RA_3,1,Set3,SAB45,6
Set3_SAB46,0.4718995981725106,g2m,SAB46,T21,1uM RA D3-D5,D6,S3T21 _D6_RA_3,F,3,RA,T21_RA,T21_D6,T21_D6_RA,T21_D6_RA_3,1,Set3,SAB46,6
Set3_SAB47,0.46425799526614187,g2m,SAB47,D21,No Treatment,D8,S3D21_D8_ctrl_3,F,3,CTRL,D21_CTRL,D21_D8,D21_D8_CTRL,D21_D8_CTRL_3,1,Set3,SAB47,8
Set3_SAB48,0.46542907469587713,g2m,SAB48,T21,No Treatment,D8,S3T21 _D8_ctrl_3,F,3,CTRL,T21_CTRL,T21_D8,T21_D8_CTRL,T21_D8_CTRL_3,1,Set3,SAB48,8
Set3_SAB49,0.456811801618319,g2m,SAB49,D21,1uM RA D3-D5,D8,S3D21_D8_RA_3,F,3,RA,D21_RA,D21_D8,D21_D8_RA,D21_D8_RA_3,1,Set3,SAB49,8
Set3_SAB50,0.4422551879782023,g2m,SAB50,T21,1uM RA D3-D5,D8,S3T21 _D8_RA_3,F,3,RA,T21_RA,T21_D8,T21_D8_RA,T21_D8_RA_3,1,Set3,SAB50,8
Set3_SAB51,0.4575397699124787,g2m,SAB51,D21,No Treatment,D10,S3D21_D10_ctrl_3,F,3,CTRL,D21_CTRL,D21_D10,D21_D10_CTRL,D21_D10_CTRL_3,1,Set3,SAB51,10
Set3_SAB52,0.45688611218142783,g2m,SAB52,T21,No Treatment,D10,S3T21 _D10_ctrl_3,F,3,CTRL,T21_CTRL,T21_D10,T21_D10_CTRL,T21_D10_CTRL_3,1,Set3,SAB52,10
Set3_SAB53,0.4393185446138602,g2m,SAB53,D21,1uM RA D3-D5,D10,S3D21_D10_RA_3,F,3,RA,D21_RA,D21_D10,D21_D10_RA,D21_D10_RA_3,1,Set3,SAB53,10
Set3_SAB54,0.4166758408102603,g2m,SAB54,T21,1uM RA D3-D5,D10,S3T21 _D10_RA_3,F,3,RA,T21_RA,T21_D10,T21_D10_RA,T21_D10_RA_3,1,Set3,SAB54,10
Set4_SAB01,0.48129025155501726,g2m,SAB01,D21,No Treatment,D3,S4D21_D3_NT_1,M,1,CTRL,D21_CTRL,D21_D3,D21_D3_CTRL,D21_D3_CTRL_1,1,Set4,SAB01,3
Set4_SAB02,0.48055815489624043,g2m,SAB02,T21,No Treatment,D3,S4T21_D3_NT_1,M,1,CTRL,T21_CTRL,T21_D3,T21_D3_CTRL,T21_D3_CTRL_1,1,Set4,SAB02,3
Set4_SAB03,0.4784760830076512,g2m,SAB03,D21,No Treatment,D4,S4D21_D4_NT_1,M,1,CTRL,D21_CTRL,D21_D4,D21_D4_CTRL,D21_D4_CTRL_1,1,Set4,SAB03,4
Set4_SAB04,0.480088897451423,g2m,SAB04,T21,No Treatment,D4,S4T21_D4_NT_1,M,1,CTRL,T21_CTRL,T21_D4,T21_D4_CTRL,T21_D4_CTRL_1,1,Set4,SAB04,4
Set4_SAB05,0.48115952000880713,g2m,SAB05,D21,1uM RA D3-D5,D4,S4D21_D4_RA_1,M,1,RA,D21_RA,D21_D4,D21_D4_RA,D21_D4_RA_1,1,Set4,SAB05,4
Set4_SAB06,0.481002642153355,g2m,SAB06,T21,1uM RA D3-D5,D4,S4T21_D4_RA_1,M,1,RA,T21_RA,T21_D4,T21_D4_RA,T21_D4_RA_1,1,Set4,SAB06,4
Set4_SAB07,0.47752931138878196,g2m,SAB07,D21,No Treatment,D6,S4D21_D6_NT_1,M,1,CTRL,D21_CTRL,D21_D6,D21_D6_CTRL,D21_D6_CTRL_1,1,Set4,SAB07,6
Set4_SAB08,0.4789398359663126,g2m,SAB08,T21,No Treatment,D6,S4T21_D6_NT_1,M,1,CTRL,T21_CTRL,T21_D6,T21_D6_CTRL,T21_D6_CTRL_1,1,Set4,SAB08,6
Set4_SAB09,0.4780329718720757,g2m,SAB09,D21,1uM RA D3-D5,D6,S4D21_D6_RA_1,M,1,RA,D21_RA,D21_D6,D21_D6_RA,D21_D6_RA_1,1,Set4,SAB09,6
Set4_SAB10,0.4777068310673198,g2m,SAB10,T21,1uM RA D3-D5,D6,S4T21_D6_RA_1,M,1,RA,T21_RA,T21_D6,T21_D6_RA,T21_D6_RA_1,1,Set4,SAB10,6
Set4_SAB12,0.48167969395056964,g2m,SAB12,T21,No Treatment,D3,S4T21_D3_NT_3,M,3,CTRL,T21_CTRL,T21_D3,T21_D3_CTRL,T21_D3_CTRL_3,1,Set4,SAB12,3
Set4_SAB14,0.48037237848846803,g2m,SAB14,T21,No Treatment,D4,S4T21_D4_NT_3,M,3,CTRL,T21_CTRL,T21_D4,T21_D4_CTRL,T21_D4_CTRL_3,1,Set4,SAB14,4
Set4_SAB16,0.4802512797930313,g2m,SAB16,T21,1uM RA D3-D5,D4,S4T21_D4_RA_3,M,3,RA,T21_RA,T21_D4,T21_D4_RA,T21_D4_RA_3,1,Set4,SAB16,4
Set4_SAB18,0.47857103539384604,g2m,SAB18,T21,No Treatment,D6,S4T21_D6_NT_3,M,3,CTRL,T21_CTRL,T21_D6,T21_D6_CTRL,T21_D6_CTRL_3,1,Set4,SAB18,6
Set4_SAB20,0.4778059118181317,g2m,SAB20,T21,1uM RA D3-D5,D6,S4T21_D6_RA_3,M,3,RA,T21_RA,T21_D6,T21_D6_RA,T21_D6_RA_3,1,Set4,SAB20,6
Set4_SAB21,0.481965927230693,g2m,SAB21,D21,No Treatment,D3,S4D21_D3_NT_4,M,4,CTRL,D21_CTRL,D21_D3,D21_D3_CTRL,D21_D3_CTRL_4,1,Set4,SAB21,3
Set4_SAB22,0.4808498926625199,g2m,SAB22,T21,No Treatment,D3,S4T21_D3_NT_4,M,4,CTRL,T21_CTRL,T21_D3,T21_D3_CTRL,T21_D3_CTRL_4,1,Set4,SAB22,3
Set4_SAB23,0.4823099576154566,g2m,SAB23,D21,No Treatment,D4,S4D21_D4_NT_4,M,4,CTRL,D21_CTRL,D21_D4,D21_D4_CTRL,D21_D4_CTRL_4,1,Set4,SAB23,4
Set4_SAB24,0.4823732592062532,g2m,SAB24,T21,No Treatment,D4,S4T21_D4_NT_4,M,4,CTRL,T21_CTRL,T21_D4,T21_D4_CTRL,T21_D4_CTRL_4,1,Set4,SAB24,4
Set4_SAB25,0.4828383882864534,g2m,SAB25,D21,1uM RA D3-D5,D4,S4D21_D4_RA_4,M,4,RA,D21_RA,D21_D4,D21_D4_RA,D21_D4_RA_4,1,Set4,SAB25,4
Set4_SAB26,0.4827310508064073,g2m,SAB26,T21,1uM RA D3-D5,D4,S4T21_D4_RA_4,M,4,RA,T21_RA,T21_D4,T21_D4_RA,T21_D4_RA_4,1,Set4,SAB26,4
Set4_SAB61,0.48037513073154614,g2m,SAB61,D21,No Treatment,D6,S4D21_D6_NT_4,M,4,CTRL,D21_CTRL,D21_D6,D21_D6_CTRL,D21_D6_CTRL_4,2,Set4,SAB61,6
Set4_SAB62,0.47886690152474276,g2m,SAB62,T21,No Treatment,D6,S4T21_D6_NT_4,M,4,CTRL,T21_CTRL,T21_D6,T21_D6_CTRL,T21_D6_CTRL_4,2,Set4,SAB62,6
Set4_SAB63,0.48084163593328566,g2m,SAB63,D21,1uM RA D3-D5,D6,S4D21_D6_RA_4,M,4,RA,D21_RA,D21_D6,D21_D6_RA,D21_D6_RA_4,2,Set4,SAB63,6
Set4_SAB64,0.47859167721693185,g2m,SAB64,T21,1uM RA D3-D5,D6,S4T21_D6_RA_4,M,4,RA,T21_RA,T21_D6,T21_D6_RA,T21_D6_RA_4,2,Set4,SAB64,6
Set4_SAB65,0.4728752683437001,g2m,SAB65,D21,No Treatment,D8,S4D21_D8_NT_1,M,1,CTRL,D21_CTRL,D21_D8,D21_D8_CTRL,D21_D8_CTRL_1,2,Set4,SAB65,8
Set4_SAB66,0.47584769086805734,g2m,SAB66,T21,No Treatment,D8,S4T21_D8_NT_1,M,1,CTRL,T21_CTRL,T21_D8,T21_D8_CTRL,T21_D8_CTRL_1,2,Set4,SAB66,8
Set4_SAB67,0.46840562558485177,g2m,SAB67,D21,1uM RA D3-D5,D8,S4D21_D8_RA_1,M,1,RA,D21_RA,D21_D8,D21_D8_RA,D21_D8_RA_1,2,Set4,SAB67,8
Set4_SAB68,0.4713271316122639,g2m,SAB68,T21,1uM RA D3-D5,D8,S4T21_D8_RA_1,M,1,RA,T21_RA,T21_D8,T21_D8_RA,T21_D8_RA_1,2,Set4,SAB68,8
Set4_SAB69,0.4608039302031155,g2m,SAB69,D21,No Treatment,D10,S4D21_D10_NT_1,M,1,CTRL,D21_CTRL,D21_D10,D21_D10_CTRL,D21_D10_CTRL_1,2,Set4,SAB69,10
Set4_SAB70,0.4662919029008642,g2m,SAB70,T21,No Treatment,D10,S4T21_D10_NT_1,M,1,CTRL,T21_CTRL,T21_D10,T21_D10_CTRL,T21_D10_CTRL_1,2,Set4,SAB70,10
Set4_SAB71,0.4562173171134474,g2m,SAB71,D21,1uM RA D3-D5,D10,S4D21_D10_RA_1,M,1,RA,D21_RA,D21_D10,D21_D10_RA,D21_D10_RA_1,2,Set4,SAB71,10
Set4_SAB72,0.4603195354213684,g2m,SAB72,T21,1uM RA D3-D5,D10,S4T21_D10_RA_1,M,1,RA,T21_RA,T21_D10,T21_D10_RA,T21_D10_RA_1,2,Set4,SAB72,10
Set4_SAB74,0.47455138437826827,g2m,SAB74,T21,No Treatment,D8,S4T21_D8_NT_3,M,3,CTRL,T21_CTRL,T21_D8,T21_D8_CTRL,T21_D8_CTRL_3,2,Set4,SAB74,8
Set4_SAB76,0.46670336324104134,g2m,SAB76,T21,1uM RA D3-D5,D8,S4T21_D8_RA_3,M,3,RA,T21_RA,T21_D8,T21_D8_RA,T21_D8_RA_3,2,Set4,SAB76,8
Set4_SAB78,0.46073925249077996,g2m,SAB78,T21,No Treatment,D10,S4T21_D10_NT_3,M,3,CTRL,T21_CTRL,T21_D10,T21_D10_CTRL,T21_D10_CTRL_3,2,Set4,SAB78,10
Set4_SAB80,0.44224417900588975,g2m,SAB80,T21,1uM RA D3-D5,D10,S4T21_D10_RA_3,M,3,RA,T21_RA,T21_D10,T21_D10_RA,T21_D10_RA_3,2,Set4,SAB80,10
Set4_SAB81,0.47568393240491,g2m,SAB81,D21,No Treatment,D8,S4D21_D8_NT_4,M,4,CTRL,D21_CTRL,D21_D8,D21_D8_CTRL,D21_D8_CTRL_4,2,Set4,SAB81,8
Set4_SAB82,0.475737601144933,g2m,SAB82,T21,No Treatment,D8,S4T21_D8_NT_4,M,4,CTRL,T21_CTRL,T21_D8,T21_D8_CTRL,T21_D8_CTRL_4,2,Set4,SAB82,8
Set4_SAB83,0.4732729674684869,g2m,SAB83,D21,1uM RA D3-D5,D8,S4D21_D8_RA_4,M,4,RA,D21_RA,D21_D8,D21_D8_RA,D21_D8_RA_4,2,Set4,SAB83,8
Set4_SAB84,0.47452248582594825,g2m,SAB84,T21,1uM RA D3-D5,D8,S4T21_D8_RA_4,M,4,RA,T21_RA,T21_D8,T21_D8_RA,T21_D8_RA_4,2,Set4,SAB84,8
Set4_SAB85,0.4632726922441791,g2m,SAB85,D21,No Treatment,D10,S4D21_D10_NT_4,M,4,CTRL,D21_CTRL,D21_D10,D21_D10_CTRL,D21_D10_CTRL_4,2,Set4,SAB85,10
Set4_SAB86,0.46508779655419163,g2m,SAB86,T21,No Treatment,D10,S4T21_D10_NT_4,M,4,CTRL,T21_CTRL,T21_D10,T21_D10_CTRL,T21_D10_CTRL_4,2,Set4,SAB86,10
Set4_SAB87,0.46148098200033016,g2m,SAB87,D21,1uM RA D3-D5,D10,S4D21_D10_RA_4,M,4,RA,D21_RA,D21_D10,D21_D10_RA,D21_D10_RA_4,2,Set4,SAB87,10
Set4_SAB88,0.4601365112566741,g2m,SAB88,T21,1uM RA D3-D5,D10,S4T21_D10_RA_4,M,4,RA,T21_RA,T21_D10,T21_D10_RA,T21_D10_RA_4,2,Set4,SAB88,10
Set2_SB001,0.4820306049430285,g2m,SB001,D21,NA,D3,S2D21_D3_NT_1,M,1,CTRL,D21_CTRL,D21_D3,D21_D3_CTRL,D21_D3_CTRL_1,1,Set2,SB001,3
Set2_SB002,0.4821117961138328,g2m,SB002,D21,NA,D3,S2D21_D3_NT_2,M,2,CTRL,D21_CTRL,D21_D3,D21_D3_CTRL,D21_D3_CTRL_2,1,Set2,SB002,3
Set2_SB003,0.48086640612098863,g2m,SB003,D21,NA,D3,S2D21_D3_NT_3,M,3,CTRL,D21_CTRL,D21_D3,D21_D3_CTRL,D21_D3_CTRL_3,1,Set2,SB003,3
Set2_SB004,0.48066824461936475,g2m,SB004,T21,NA,D3,S2T21_D3_NT_1,M,1,CTRL,T21_CTRL,T21_D3,T21_D3_CTRL,T21_D3_CTRL_1,1,Set2,SB004,3
Set2_SB005,0.47913662134639723,g2m,SB005,T21,NA,D3,S2T21_D3_NT_2,M,2,CTRL,T21_CTRL,T21_D3,T21_D3_CTRL,T21_D3_CTRL_2,1,Set2,SB005,3
Set2_SB006,0.48086640612098863,g2m,SB006,T21,NA,D3,S2T21_D3_NT_3,M,3,CTRL,T21_CTRL,T21_D3,T21_D3_CTRL,T21_D3_CTRL_3,1,Set2,SB006,3
Set2_SB007,0.47845956954918256,g2m,SB007,D21,NA,D4,S2D21_D4_NT_1,M,1,CTRL,D21_CTRL,D21_D4,D21_D4_CTRL,D21_D4_CTRL_1,1,Set2,SB007,4
Set2_SB008,0.4778155446689051,g2m,SB008,D21,NA,D4,S2D21_D4_NT_2,M,2,CTRL,D21_CTRL,D21_D4,D21_D4_CTRL,D21_D4_CTRL_2,1,Set2,SB008,4
Set2_SB009,0.47839076347222986,g2m,SB009,D21,NA,D4,S2D21_D4_NT_3,M,3,CTRL,D21_CTRL,D21_D4,D21_D4_CTRL,D21_D4_CTRL_3,1,Set2,SB009,4
Set2_SB010,0.47568943689106613,g2m,SB010,T21,NA,D4,S2T21_D4_NT_1,M,1,CTRL,T21_CTRL,T21_D4,T21_D4_CTRL,T21_D4_CTRL_1,1,Set2,SB010,4
Set2_SB011,0.4752931138878187,g2m,SB011,T21,NA,D4,S2T21_D4_NT_2,M,2,CTRL,T21_CTRL,T21_D4,T21_D4_CTRL,T21_D4_CTRL_2,1,Set2,SB011,4
Set2_SB012,0.4769595970716133,g2m,SB012,T21,NA,D4,S2T21_D4_NT_3,M,3,CTRL,T21_CTRL,T21_D4,T21_D4_CTRL,T21_D4_CTRL_3,1,Set2,SB012,4
Set2_SB013,0.4789756151263279,g2m,SB013,D21,NA,D4,S2D21_D4_1uM_RA_1,M,1,RA,D21_RA,D21_D4,D21_D4_RA,D21_D4_RA_1,1,Set2,SB013,4
Set2_SB014,0.4786288324984863,g2m,SB014,D21,NA,D4,S2D21_D4_1uM_RA_2,M,2,RA,D21_RA,D21_D4,D21_D4_RA,D21_D4_RA_2,1,Set2,SB014,4
Set2_SB015,0.47832470963835516,g2m,SB015,D21,NA,D4,S2D21_D4_1uM_RA_3,M,3,RA,D21_RA,D21_D4,D21_D4_RA,D21_D4_RA_3,1,Set2,SB015,4
Set2_SB016,0.4798205537513074,g2m,SB016,T21,NA,D4,S2T21_D4_1uM_RA_1,M,1,RA,T21_RA,T21_D4,T21_D4_RA,T21_D4_RA_1,1,Set2,SB016,4
Set2_SB017,0.47923845434028733,g2m,SB017,T21,NA,D4,S2T21_D4_1uM_RA_2,M,2,RA,T21_RA,T21_D4,T21_D4_RA,T21_D4_RA_2,1,Set2,SB017,4
Set2_SB018,0.48057191611163097,g2m,SB018,T21,NA,D4,S2T21_D4_1uM_RA_3,M,3,RA,T21_RA,T21_D4,T21_D4_RA,T21_D4_RA_3,1,Set2,SB018,4
Set2_SB019,0.4685143391864369,g2m,SB019,D21,NA,D5,S2D21_D5_NT_1,M,1,CTRL,D21_CTRL,D21_D5,D21_D5_CTRL,D21_D5_CTRL_1,1,Set2,SB019,5
Set2_SB020,0.4702386194748721,g2m,SB020,D21,NA,D5,S2D21_D5_NT_2,M,2,CTRL,D21_CTRL,D21_D5,D21_D5_CTRL,D21_D5_CTRL_2,1,Set2,SB020,5
Set2_SB021,0.47404359553035724,g2m,SB021,D21,NA,D5,S2D21_D5_NT_3,M,3,CTRL,D21_CTRL,D21_D5,D21_D5_CTRL,D21_D5_CTRL_3,1,Set2,SB021,5
Set2_SB022,0.4715225408708098,g2m,SB022,T21,NA,D5,S2T21_D5_NT_1,M,1,CTRL,T21_CTRL,T21_D5,T21_D5_CTRL,T21_D5_CTRL_1,1,Set2,SB022,5
Set2_SB023,0.47021935377332513,g2m,SB023,T21,NA,D5,S2T21_D5_NT_2,M,2,CTRL,T21_CTRL,T21_D5,T21_D5_CTRL,T21_D5_CTRL_2,1,Set2,SB023,5
Set2_SB024,0.4720619805141191,g2m,SB024,T21,NA,D5,S2T21_D5_NT_3,M,3,CTRL,T21_CTRL,T21_D5,T21_D5_CTRL,T21_D5_CTRL_3,1,Set2,SB024,5
Set2_SB025,0.475151373369296,g2m,SB025,D21,NA,D5,S2D21_D5_1uM_RA_1,M,1,RA,D21_RA,D21_D5,D21_D5_RA,D21_D5_RA_1,1,Set2,SB025,5
Set2_SB026,0.4758077833434249,g2m,SB026,D21,NA,D5,S2D21_D5_1uM_RA_2,M,2,RA,D21_RA,D21_D5,D21_D5_RA,D21_D5_RA_2,1,Set2,SB026,5
Set2_SB027,0.4762563989651567,g2m,SB027,D21,NA,D5,S2D21_D5_1uM_RA_3,M,3,RA,D21_RA,D21_D5,D21_D5_RA,D21_D5_RA_3,1,Set2,SB027,5
Set2_SB028,0.4765756591622172,g2m,SB028,T21,NA,D5,S2T21_D5_1uM_RA_1,M,1,RA,T21_RA,T21_D5,T21_D5_RA,T21_D5_RA_1,1,Set2,SB028,5
Set2_SB029,0.4751582539769913,g2m,SB029,T21,NA,D5,S2T21_D5_1uM_RA_2,M,2,RA,T21_RA,T21_D5,T21_D5_RA,T21_D5_RA_2,1,Set2,SB029,5
Set2_SB030,0.4782792976275666,g2m,SB030,T21,NA,D5,S2T21_D5_1uM_RA_3,M,3,RA,T21_RA,T21_D5,T21_D5_RA,T21_D5_RA_3,1,Set2,SB030,5
Set2_SB031,0.4536164474046347,g2m,SB031,D21,NA,D7,S2D21_D7_NT_1,M,1,CTRL,D21_CTRL,D21_D7,D21_D7_CTRL,D21_D7_CTRL_1,1,Set2,SB031,7
Set2_SB032,0.4563989651566027,g2m,SB032,D21,NA,D7,S2D21_D7_NT_2,M,2,CTRL,D21_CTRL,D21_D7,D21_D7_CTRL,D21_D7_CTRL_2,1,Set2,SB032,7
Set2_SB033,0.459753949468817,g2m,SB033,D21,NA,D7,S2D21_D7_NT_3,M,3,CTRL,D21_CTRL,D21_D7,D21_D7_CTRL,D21_D7_CTRL_3,1,Set2,SB033,7
Set2_SB034,0.4598612869488633,g2m,SB034,T21,NA,D7,S2T21_D7_NT_1,M,1,CTRL,T21_CTRL,T21_D7,T21_D7_CTRL,T21_D7_CTRL_1,1,Set2,SB034,7
Set2_SB035,0.467096934001211,g2m,SB035,T21,NA,D7,S2T21_D7_NT_2,M,2,CTRL,T21_CTRL,T21_D7,T21_D7_CTRL,T21_D7_CTRL_2,1,Set2,SB035,7
Set2_SB036,0.4668877635272748,g2m,SB036,T21,NA,D7,S2T21_D7_NT_3,M,3,CTRL,T21_CTRL,T21_D7,T21_D7_CTRL,T21_D7_CTRL_3,1,Set2,SB036,7
Set2_SB037,0.44747756921891346,g2m,SB037,D21,NA,D7,S2D21_D7_1uM_RA_1,M,1,RA,D21_RA,D21_D7,D21_D7_RA,D21_D7_RA_1,1,Set2,SB037,7
Set2_SB038,0.4466450156877856,g2m,SB038,D21,NA,D7,S2D21_D7_1uM_RA_2,M,2,RA,D21_RA,D21_D7,D21_D7_RA,D21_D7_RA_2,1,Set2,SB038,7
Set2_SB039,0.4427395827599494,g2m,SB039,D21,NA,D7,S2D21_D7_1uM_RA_3,M,3,RA,D21_RA,D21_D7,D21_D7_RA,D21_D7_RA_3,1,Set2,SB039,7
Set2_SB040,0.45338801122915184,g2m,SB040,T21,NA,D7,S2T21_D7_1uM_RA_1,M,1,RA,T21_RA,T21_D7,T21_D7_RA,T21_D7_RA_1,1,Set2,SB040,7
Set2_SB041,0.4643584521384929,g2m,SB041,T21,NA,D7,S2T21_D7_1uM_RA_2,M,2,RA,T21_RA,T21_D7,T21_D7_RA,T21_D7_RA_2,1,Set2,SB041,7
Set2_SB042,0.4581136125942643,g2m,SB042,T21,NA,D7,S2T21_D7_1uM_RA_3,M,3,RA,T21_RA,T21_D7,T21_D7_RA,T21_D7_RA_3,1,Set2,SB042,7
Set3_SAB01,0.48166455661364016,e2f,SAB01,D21,No Treatment,D3,S3D21_D3_ctrl_1,F,1,CTRL,D21_CTRL,D21_D3,D21_D3_CTRL,D21_D3_CTRL_1,1,Set3,SAB01,3
Set3_SAB02,0.4798054164143777,e2f,SAB02,T21,No Treatment,D3,S3T21 _D3 _ctrl_1,F,1,CTRL,T21_CTRL,T21_D3,T21_D3_CTRL,T21_D3_CTRL_1,1,Set3,SAB02,3
